OBSID,FILENAME,R_mean,R_mean_err,V_mean,V_mean_err,H_mean_tri,H_mean_tri_err,K_mean_tri,K_mean_tri_err,S_tri,S_tri_err,S_MWL,S_MWL_err,H_mean_rec,H_mean_rec_err,K_mean_rec,K_mean_rec_err,S_rec,S_rec_err
54904030,spec-56199-EG000313N173308V_1_sp04-030.fits,15110.553042,36.889883,10675.457233,36.664819,3023.713343,69.381716,2575.451728,69.063673,0.21714,0.003822,0.170411,0.003,2975.291164,88.563614,2538.992995,87.909391,0.213848,0.004859
